transaction_id,amfi_code,transaction_date,transaction_type,amount,state,kyc_status,age_group,gender,city_tier
5171,120007,2024-12-14,Redemption,352413.55,Tamil Nadu,Verified,18-25,Male,T30
5172,120037,2023-09-04,Redemption,9739.17,Maharashtra,Verified,46-60,Male,T30
5173,120022,2023-07-19,Redemption,305226.32,Telangana,Verified,18-25,Female,T30
5174,120025,2022-02-19,Lumpsum,183726.1,Gujarat,Pending,18-25,Male,B30
5175,120034,2023-05-17,Lumpsum,181161.01,Gujarat,Verified,26-35,Female,T30
5176,120002,2023-10-21,SIP,239355.71,Tamil Nadu,Rejected,46-60,Male,B30
5177,120015,2023-11-20,SIP,439411.17,Delhi,Rejected,46-60,Male,T30
5178,120039,2024-10-20,Lumpsum,250142.98,Karnataka,Rejected,36-45,Female,T30
5179,120033,2022-04-30,Lumpsum,12913.41,Delhi,Rejected,18-25,Female,T30
5180,120030,2022-04-04,Redemption,146396.15,Gujarat,Rejected,18-25,Male,T30
5181,120035,2023-04-29,Redemption,430978.46,Kerala,Pending,60+,Female,T30
5182,120014,2025-06-19,Lumpsum,496723.69,Delhi,Pending,60+,Male,T30
5183,120006,2022-04-29,Redemption,310543.09,Tamil Nadu,Rejected,36-45,Male,B30
5184,120029,2023-06-14,SIP,275712.55,Gujarat,Pending,60+,Female,B30
5185,120030,2023-12-30,Redemption,363113.16,Delhi,Rejected,36-45,Male,B30
5186,120017,2025-09-15,Lumpsum,337653.12,Tamil Nadu,Verified,46-60,Female,B30
5187,120018,2024-10-12,SIP,276260.49,Gujarat,Rejected,36-45,Male,B30
5188,120002,2025-04-13,SIP,425669.71,Gujarat,Rejected,46-60,Female,T30
5189,120036,2024-10-28,Lumpsum,410417.09,Karnataka,Pending,26-35,Male,B30
5190,120022,2024-01-17,Redemption,354642.71,Karnataka,Pending,60+,Female,B30
5191,120026,2024-06-14,Lumpsum,67382.43,Gujarat,Pending,60+,Male,B30
5192,120035,2022-05-24,Redemption,237075.05,West Bengal,Rejected,46-60,Male,T30
5193,120035,2023-08-07,SIP,41586.62,Maharashtra,Verified,26-35,Female,B30
5194,120009,2025-06-06,Redemption,485549.88,Karnataka,Verified,18-25,Female,T30
5195,120029,2025-02-28,Lumpsum,102037.94,West Bengal,Verified,36-45,Male,T30
5196,120006,2024-11-19,Redemption,134318.71,Kerala,Verified,46-60,Female,T30
5197,120033,2025-08-05,Lumpsum,436041.84,Telangana,Rejected,36-45,Female,B30
5198,120018,2023-08-27,Redemption,196251.23,Gujarat,Verified,26-35,Male,T30
5199,120027,2025-11-04,Redemption,144267.86,Tamil Nadu,Verified,60+,Male,B30
5200,120017,2022-11-29,Redemption,370121.19,Gujarat,Pending,18-25,Male,B30
5201,120006,2024-02-03,SIP,190558.32,Kerala,Pending,26-35,Male,B30
5202,120039,2025-11-17,Redemption,52084.85,Maharashtra,Verified,26-35,Male,T30
5203,120004,2023-08-21,Lumpsum,90031.94,Kerala,Pending,26-35,Male,T30
5204,120003,2022-01-25,SIP,83749.18,Kerala,Rejected,60+,Female,T30
5205,120006,2023-12-23,Redemption,30929.78,Karnataka,Verified,60+,Female,T30
5206,120033,2022-08-30,Redemption,344338.64,Telangana,Pending,46-60,Male,B30
5207,120010,2023-09-14,Redemption,286481.89,Tamil Nadu,Pending,18-25,Female,T30
5208,120025,2022-10-29,Redemption,74598.78,Karnataka,Verified,60+,Male,T30
5209,120037,2025-07-06,Lumpsum,420905.96,Telangana,Verified,46-60,Male,B30
5210,120029,2024-10-22,Lumpsum,366067.61,Kerala,Verified,60+,Male,T30
5211,120009,2025-09-29,Redemption,158551.26,Tamil Nadu,Verified,36-45,Male,B30
5212,120039,2025-08-01,Redemption,328622.67,Delhi,Verified,46-60,Male,B30
5213,120017,2023-09-19,SIP,296358.46,West Bengal,Verified,36-45,Male,T30
5214,120018,2025-03-12,Redemption,280201.01,West Bengal,Rejected,26-35,Male,B30
5215,120000,2022-07-06,SIP,374414.48,Kerala,Rejected,18-25,Male,B30
5216,120018,2025-01-26,Lumpsum,67971.23,Gujarat,Verified,18-25,Male,B30
5217,120010,2023-03-27,SIP,461224.61,West Bengal,Verified,46-60,Female,B30
5218,120014,2022-05-13,SIP,123141.0,Maharashtra,Pending,36-45,Female,B30
5219,120009,2024-04-11,SIP,322180.51,Maharashtra,Pending,60+,Female,T30
5220,120021,2022-10-02,Lumpsum,79691.69,Kerala,Rejected,18-25,Female,T30
5221,120036,2024-10-05,SIP,110531.6,Delhi,Verified,60+,Female,B30
5222,120036,2024-10-16,Redemption,349221.37,Delhi,Rejected,60+,Female,T30
5223,120024,2025-06-30,Lumpsum,126716.66,Karnataka,Pending,46-60,Male,B30
5224,120029,2023-03-23,Redemption,437217.82,Telangana,Verified,46-60,Female,T30
5225,120018,2025-06-01,Lumpsum,170080.99,Tamil Nadu,Verified,18-25,Male,B30
5226,120019,2024-11-28,Lumpsum,301646.05,Karnataka,Rejected,26-35,Female,B30
5227,120008,2025-07-06,SIP,124693.31,Karnataka,Pending,18-25,Female,B30
5228,120019,2023-03-21,Lumpsum,16190.27,Delhi,Rejected,46-60,Female,B30
5229,120034,2023-09-12,Redemption,114507.87,Telangana,Verified,60+,Female,T30
5230,120025,2022-06-22,SIP,205586.63,Maharashtra,Rejected,18-25,Male,T30
5231,120019,2022-11-30,SIP,319900.17,West Bengal,Pending,46-60,Female,T30
5232,120001,2025-11-14,Lumpsum,386573.17,Tamil Nadu,Verified,46-60,Male,T30
5233,120011,2024-07-25,SIP,96715.39,Maharashtra,Pending,26-35,Male,T30
5234,120025,2025-07-06,Redemption,104066.27,Karnataka,Rejected,60+,Female,T30
5235,120008,2025-09-12,SIP,435660.33,Telangana,Verified,36-45,Female,B30
5236,120026,2022-07-15,Redemption,448491.98,Delhi,Verified,26-35,Male,B30
5237,120003,2024-04-16,Redemption,429875.99,Telangana,Rejected,46-60,Female,T30
5238,120011,2022-05-08,Redemption,159187.27,Kerala,Rejected,26-35,Male,B30
5239,120039,2023-01-10,Redemption,192311.92,Kerala,Pending,18-25,Female,T30
5240,120003,2024-01-27,Lumpsum,490877.88,Telangana,Rejected,26-35,Male,T30
5241,120038,2025-11-05,SIP,11801.39,Gujarat,Pending,26-35,Female,T30
5242,120011,2024-11-05,Redemption,296556.96,Karnataka,Pending,26-35,Male,T30
5243,120031,2024-06-24,SIP,454035.27,Kerala,Rejected,26-35,Female,B30
5244,120032,2025-04-28,Redemption,233289.5,Karnataka,Pending,36-45,Female,T30
5245,120000,2023-12-30,Lumpsum,232457.51,Tamil Nadu,Verified,46-60,Male,T30
5246,120006,2025-01-26,SIP,179737.8,Telangana,Verified,36-45,Female,T30
5247,120012,2022-01-31,Lumpsum,309283.09,Delhi,Pending,18-25,Male,B30
5248,120014,2024-03-19,SIP,352330.68,Gujarat,Pending,26-35,Male,B30
5249,120022,2023-02-15,SIP,113525.33,Maharashtra,Pending,60+,Male,T30
5250,120031,2023-10-31,Lumpsum,108530.38,Maharashtra,Verified,18-25,Female,T30
5251,120010,2024-11-15,Lumpsum,300343.15,West Bengal,Pending,36-45,Male,B30
5252,120019,2023-12-11,Lumpsum,417800.44,Tamil Nadu,Pending,60+,Female,T30
5253,120001,2022-08-24,SIP,204878.3,West Bengal,Pending,18-25,Female,T30
5254,120035,2023-12-09,SIP,42790.16,West Bengal,Verified,60+,Female,B30
5255,120021,2024-02-13,Redemption,44047.83,Delhi,Verified,46-60,Male,T30
5256,120035,2024-08-12,SIP,45647.88,Delhi,Pending,46-60,Male,T30
5257,120029,2022-06-04,Redemption,229571.6,West Bengal,Verified,36-45,Female,B30
5258,120009,2024-04-11,Lumpsum,214791.96,Tamil Nadu,Rejected,26-35,Male,B30
5259,120013,2025-09-28,SIP,285059.9,Maharashtra,Rejected,36-45,Male,T30
5260,120024,2024-11-26,SIP,3411.7,Karnataka,Verified,60+,Male,B30
5261,120018,2022-12-01,Lumpsum,201267.5,Telangana,Rejected,36-45,Male,T30
5262,120038,2023-03-08,Redemption,319338.61,Maharashtra,Verified,18-25,Female,T30
5263,120017,2022-05-21,Redemption,234500.84,Telangana,Rejected,18-25,Male,T30
5264,120030,2022-05-20,SIP,493287.82,Maharashtra,Verified,36-45,Female,T30
5265,120028,2023-06-24,Lumpsum,100083.84,Delhi,Rejected,18-25,Male,T30
5266,120035,2025-11-19,Redemption,9291.49,Kerala,Pending,46-60,Male,T30
5267,120011,2024-11-08,Redemption,79341.61,Gujarat,Pending,36-45,Female,T30
5268,120001,2025-01-27,Redemption,317424.92,Delhi,Pending,26-35,Female,T30
5269,120008,2022-06-18,SIP,114627.91,Maharashtra,Verified,18-25,Female,T30
5270,120024,2024-05-20,SIP,254450.66,West Bengal,Verified,26-35,Female,T30
5271,120033,2024-09-27,Lumpsum,138790.64,Telangana,Pending,36-45,Female,T30
5272,120002,2024-09-24,Redemption,443809.22,Telangana,Verified,18-25,Male,B30
5273,120026,2022-02-28,Lumpsum,463890.0,Karnataka,Rejected,18-25,Female,B30
5274,120035,2024-05-29,Lumpsum,467047.81,Gujarat,Rejected,60+,Female,B30
5275,120006,2022-11-30,Lumpsum,93046.13,Maharashtra,Pending,46-60,Female,T30
5276,120007,2023-11-22,Redemption,166209.98,Karnataka,Verified,36-45,Female,T30
5277,120035,2023-03-21,Lumpsum,285077.12,Maharashtra,Pending,46-60,Male,B30
5278,120008,2023-04-01,SIP,383626.01,West Bengal,Pending,46-60,Female,B30
5279,120017,2023-08-08,Redemption,324154.96,Gujarat,Rejected,36-45,Male,B30
5280,120032,2022-01-12,Redemption,417257.86,Delhi,Verified,60+,Female,T30
5281,120022,2024-12-15,SIP,184703.27,Delhi,Verified,26-35,Female,T30
5282,120002,2022-09-30,Lumpsum,120277.15,Karnataka,Pending,60+,Female,B30
5283,120017,2022-10-21,Lumpsum,347833.18,West Bengal,Rejected,18-25,Male,B30
5284,120000,2023-03-14,Lumpsum,202203.29,Karnataka,Rejected,60+,Male,T30
5285,120012,2025-07-23,SIP,194894.74,Maharashtra,Verified,46-60,Male,T30
5286,120025,2024-10-22,Redemption,442350.87,Gujarat,Pending,60+,Male,B30
5287,120000,2024-12-17,Lumpsum,218130.51,West Bengal,Rejected,36-45,Female,T30
5288,120004,2022-10-01,SIP,91460.7,Maharashtra,Pending,26-35,Male,B30
5289,120007,2024-02-24,SIP,103826.57,Karnataka,Pending,36-45,Male,B30
5290,120023,2023-01-16,Redemption,148705.14,Gujarat,Verified,60+,Male,B30
5291,120005,2025-11-06,Redemption,298322.54,Gujarat,Pending,60+,Male,B30
5292,120027,2025-11-20,Redemption,470481.67,Maharashtra,Pending,18-25,Female,B30
5293,120000,2022-02-01,Lumpsum,416463.75,Kerala,Verified,26-35,Male,B30
5294,120010,2025-08-19,Lumpsum,308064.04,Tamil Nadu,Verified,46-60,Male,T30
5295,120025,2024-12-19,Lumpsum,372781.99,Tamil Nadu,Verified,36-45,Male,T30
5296,120017,2022-08-19,SIP,73204.04,West Bengal,Verified,60+,Male,T30
5297,120039,2025-02-23,Lumpsum,289215.99,Tamil Nadu,Pending,18-25,Male,T30
5298,120032,2023-02-23,SIP,11534.3,Gujarat,Rejected,36-45,Female,B30
5299,120021,2024-10-05,Lumpsum,207265.9,Kerala,Rejected,46-60,Female,B30
5300,120020,2025-04-27,SIP,190074.04,Telangana,Verified,26-35,Male,T30
5301,120014,2025-06-15,SIP,346966.93,West Bengal,Rejected,26-35,Male,T30
5302,120025,2023-10-06,Redemption,73871.22,Maharashtra,Rejected,60+,Male,B30
5303,120012,2025-08-06,Lumpsum,420190.32,Gujarat,Verified,60+,Male,B30
5304,120019,2022-03-14,Lumpsum,398196.78,Delhi,Pending,26-35,Female,B30
5305,120018,2024-11-07,Redemption,96819.64,Delhi,Rejected,60+,Male,T30
5306,120017,2025-06-02,Lumpsum,493950.47,Telangana,Rejected,60+,Female,T30
5307,120016,2025-02-12,SIP,121530.17,Tamil Nadu,Verified,26-35,Female,B30
5308,120023,2024-04-12,Lumpsum,330622.24,Maharashtra,Verified,26-35,Female,T30
5309,120023,2024-06-04,SIP,243019.52,Tamil Nadu,Pending,26-35,Male,B30
5310,120038,2024-10-20,Lumpsum,134857.88,Telangana,Pending,60+,Male,T30
5311,120017,2024-08-12,Redemption,495202.69,Tamil Nadu,Rejected,18-25,Female,T30
5312,120031,2025-10-17,SIP,297480.55,Karnataka,Verified,18-25,Male,B30
5313,120011,2022-08-25,Redemption,374016.25,Tamil Nadu,Verified,60+,Male,B30
5314,120007,2023-09-16,SIP,129804.91,Telangana,Pending,60+,Male,B30
5315,120033,2024-05-14,SIP,304940.95,West Bengal,Rejected,36-45,Male,T30
5316,120021,2022-05-04,Lumpsum,107817.45,Tamil Nadu,Verified,18-25,Male,T30
5317,120005,2025-06-25,Lumpsum,235553.13,Tamil Nadu,Pending,18-25,Female,T30
5318,120026,2023-06-15,Lumpsum,52090.78,Karnataka,Rejected,60+,Male,B30
5319,120006,2023-12-22,Redemption,405428.83,Karnataka,Rejected,18-25,Male,B30
5320,120025,2023-02-03,SIP,184440.8,West Bengal,Verified,46-60,Male,T30
5321,120019,2024-06-04,Lumpsum,438043.84,Delhi,Verified,26-35,Male,B30
5322,120019,2024-06-05,Redemption,113847.08,Maharashtra,Verified,60+,Female,B30
5323,120012,2023-02-15,Redemption,447821.13,Kerala,Verified,36-45,Male,B30
5324,120028,2022-11-23,Lumpsum,118677.63,Karnataka,Verified,18-25,Male,B30
5325,120033,2023-06-04,Redemption,129186.48,Gujarat,Rejected,18-25,Female,T30
5326,120039,2025-11-03,Lumpsum,72266.74,Tamil Nadu,Pending,26-35,Male,B30
5327,120016,2025-09-10,Redemption,335662.7,Maharashtra,Rejected,46-60,Male,T30
5328,120032,2023-04-23,Redemption,268570.62,Delhi,Pending,26-35,Female,T30
5329,120015,2024-02-15,Lumpsum,311335.89,Kerala,Pending,26-35,Male,T30
5330,120018,2025-12-26,Redemption,302142.74,Tamil Nadu,Pending,60+,Female,T30
5331,120003,2022-03-05,Redemption,289864.58,Telangana,Pending,26-35,Female,T30
5332,120029,2024-10-19,SIP,430965.62,Gujarat,Verified,46-60,Female,T30
5333,120003,2023-07-16,Redemption,70498.62,Telangana,Verified,18-25,Female,B30
5334,120001,2025-03-08,Lumpsum,315981.34,Kerala,Pending,18-25,Male,T30
5335,120020,2024-06-17,Redemption,405305.42,West Bengal,Pending,18-25,Female,B30
5336,120004,2023-11-16,SIP,395194.91,Kerala,Pending,18-25,Male,B30
5337,120025,2022-08-28,SIP,121044.74,Kerala,Pending,18-25,Female,T30
5338,120019,2022-02-15,Lumpsum,893.83,Karnataka,Verified,18-25,Male,T30
5339,120026,2022-10-07,Lumpsum,274027.94,Karnataka,Verified,36-45,Male,T30
5340,120022,2022-05-04,Lumpsum,118478.56,Kerala,Pending,36-45,Male,B30
5341,120038,2023-05-01,Redemption,73457.03,Telangana,Pending,26-35,Male,T30
5342,120039,2023-05-09,Lumpsum,190002.34,Gujarat,Verified,60+,Female,T30
5343,120027,2025-05-13,Redemption,377868.58,Tamil Nadu,Pending,18-25,Female,B30
5344,120023,2025-06-04,Redemption,339864.04,Kerala,Verified,60+,Female,B30
5345,120039,2022-11-27,SIP,293216.39,Karnataka,Pending,26-35,Male,B30
5346,120027,2023-07-20,Lumpsum,82896.76,Kerala,Pending,26-35,Male,B30
5347,120025,2023-04-16,SIP,176525.55,West Bengal,Verified,18-25,Female,B30
5348,120034,2023-03-23,Lumpsum,22064.43,West Bengal,Pending,60+,Female,B30
5349,120038,2022-08-08,SIP,190661.19,Maharashtra,Pending,36-45,Female,T30
5350,120035,2022-12-31,SIP,357988.53,Kerala,Rejected,60+,Female,T30
5351,120025,2022-08-28,SIP,36857.1,Telangana,Pending,36-45,Male,B30
5352,120024,2024-11-19,Lumpsum,350251.97,Tamil Nadu,Pending,36-45,Male,B30
5353,120009,2022-08-28,Lumpsum,35421.65,Kerala,Pending,26-35,Female,B30
5354,120026,2025-12-19,Redemption,354200.67,Karnataka,Rejected,26-35,Male,B30
5355,120023,2024-06-29,SIP,235507.25,Karnataka,Pending,60+,Male,T30
5356,120015,2024-04-07,SIP,31258.12,Tamil Nadu,Verified,26-35,Male,T30
5357,120035,2023-05-27,Lumpsum,444383.69,Delhi,Verified,18-25,Female,T30
5358,120001,2024-09-21,Lumpsum,291805.99,Gujarat,Verified,46-60,Female,T30
5359,120037,2022-02-21,Redemption,488191.01,Kerala,Verified,46-60,Female,T30
5360,120023,2022-12-06,Redemption,380543.06,West Bengal,Pending,18-25,Male,B30
5361,120034,2023-03-07,Lumpsum,131517.76,Tamil Nadu,Pending,26-35,Female,B30
5362,120030,2023-06-01,Lumpsum,15940.5,Gujarat,Rejected,36-45,Female,T30
5363,120019,2022-01-21,Lumpsum,283928.96,Karnataka,Rejected,36-45,Male,B30
5364,120009,2023-03-02,Redemption,477259.98,Tamil Nadu,Pending,36-45,Female,B30
5365,120021,2023-11-18,Lumpsum,115666.22,Delhi,Pending,46-60,Male,T30
5366,120021,2025-07-15,Redemption,345603.48,Karnataka,Pending,46-60,Male,T30
5367,120026,2024-12-26,Lumpsum,368274.08,Delhi,Pending,26-35,Female,B30
5368,120032,2024-04-13,Lumpsum,39872.01,Tamil Nadu,Verified,26-35,Male,B30
5369,120033,2024-01-24,SIP,339123.43,Karnataka,Rejected,46-60,Female,B30
5370,120038,2022-09-23,Lumpsum,193497.83,Maharashtra,Verified,60+,Male,T30
5371,120031,2023-07-12,Lumpsum,5762.47,Karnataka,Pending,26-35,Male,T30
5372,120037,2025-10-28,Redemption,264144.7,West Bengal,Rejected,60+,Male,B30
5373,120015,2022-03-24,SIP,456542.55,Karnataka,Rejected,46-60,Female,B30
5374,120003,2024-02-21,Redemption,393463.63,Telangana,Rejected,46-60,Male,T30
5375,120023,2022-05-27,Lumpsum,368185.55,West Bengal,Rejected,60+,Male,B30
5376,120034,2024-07-17,SIP,341610.85,Karnataka,Rejected,36-45,Female,B30
5377,120014,2022-06-30,Lumpsum,285953.39,Kerala,Verified,18-25,Male,T30
5378,120014,2025-08-21,Redemption,249357.28,Delhi,Pending,60+,Male,T30
5379,120009,2025-02-13,SIP,196760.51,Telangana,Pending,36-45,Female,B30
5380,120021,2024-09-29,Redemption,155282.06,Kerala,Verified,46-60,Male,T30
5381,120032,2025-12-24,SIP,100748.71,Tamil Nadu,Rejected,36-45,Female,B30
5382,120003,2023-07-24,Redemption,493443.41,Telangana,Pending,36-45,Male,B30
5383,120026,2022-02-25,Lumpsum,227670.81,Kerala,Pending,26-35,Male,T30
5384,120029,2023-04-06,Redemption,147771.31,Maharashtra,Rejected,46-60,Female,B30
5385,120015,2025-12-21,Redemption,295157.46,Tamil Nadu,Rejected,46-60,Male,B30
5386,120000,2022-05-02,Lumpsum,128994.3,Kerala,Pending,18-25,Male,T30
5387,120036,2024-12-04,Redemption,274815.14,Kerala,Rejected,36-45,Male,T30
5388,120001,2022-03-03,Lumpsum,311335.99,Telangana,Rejected,46-60,Female,B30
5389,120024,2024-08-18,Lumpsum,283285.34,Karnataka,Rejected,60+,Male,T30
5390,120023,2023-10-31,Lumpsum,425085.61,Karnataka,Rejected,46-60,Male,B30
5391,120000,2023-11-13,Redemption,177738.62,Maharashtra,Verified,26-35,Female,B30
5392,120032,2022-07-12,Lumpsum,21977.46,Tamil Nadu,Rejected,18-25,Female,B30
5393,120022,2024-12-03,SIP,69498.56,Gujarat,Pending,26-35,Female,B30
5394,120013,2024-05-04,SIP,127137.63,Delhi,Rejected,18-25,Male,B30
5395,120015,2023-11-21,Lumpsum,467483.05,Telangana,Pending,36-45,Male,B30
5396,120025,2023-06-29,SIP,16259.33,Gujarat,Pending,46-60,Male,B30
5397,120027,2025-09-12,Lumpsum,187917.7,Gujarat,Rejected,36-45,Female,B30
5398,120033,2023-05-28,SIP,87375.62,Karnataka,Verified,60+,Female,B30
5399,120029,2024-06-13,SIP,139609.66,Delhi,Rejected,36-45,Female,B30
5400,120038,2024-03-08,Lumpsum,82027.9,Gujarat,Rejected,26-35,Male,B30
5401,120027,2023-01-19,Redemption,399798.2,West Bengal,Verified,36-45,Male,B30
5402,120007,2023-05-20,Lumpsum,94620.46,Delhi,Verified,26-35,Male,T30
5403,120032,2022-09-11,Redemption,176262.32,Kerala,Pending,26-35,Male,B30
5404,120010,2024-07-01,SIP,39344.36,Delhi,Verified,60+,Female,T30
5405,120005,2024-10-16,SIP,489807.54,Maharashtra,Pending,46-60,Male,B30
5406,120017,2023-01-08,Redemption,47760.18,Karnataka,Pending,60+,Male,T30
5407,120010,2023-04-25,Redemption,102882.72,West Bengal,Verified,36-45,Male,B30
5408,120037,2022-08-26,Lumpsum,322476.14,Gujarat,Verified,26-35,Female,B30
5409,120034,2024-09-18,Lumpsum,442777.14,Delhi,Verified,60+,Male,T30
5410,120002,2022-06-18,SIP,16389.93,West Bengal,Verified,60+,Female,B30
5411,120023,2025-11-05,Lumpsum,219635.71,Gujarat,Rejected,18-25,Male,B30
5412,120027,2023-11-15,Lumpsum,343963.79,Telangana,Verified,26-35,Male,B30
5413,120034,2024-07-28,Lumpsum,193615.74,Telangana,Pending,46-60,Female,B30
5414,120007,2023-05-31,Lumpsum,165303.04,Tamil Nadu,Rejected,26-35,Male,B30
5415,120032,2022-05-03,Redemption,201509.73,Karnataka,Rejected,60+,Male,B30
5416,120032,2025-06-12,Redemption,92732.52,Maharashtra,Rejected,18-25,Female,B30
5417,120021,2024-07-06,Redemption,72968.63,West Bengal,Pending,36-45,Female,B30
5418,120019,2024-06-03,SIP,416367.1,Telangana,Verified,36-45,Male,B30
5419,120015,2024-12-18,SIP,447541.11,Delhi,Rejected,18-25,Female,B30
5420,120021,2023-08-14,SIP,174552.43,Telangana,Verified,46-60,Female,T30
5421,120000,2023-09-22,SIP,202195.74,Karnataka,Rejected,26-35,Male,B30
5422,120013,2024-10-31,Lumpsum,457154.74,Maharashtra,Verified,46-60,Female,B30
5423,120017,2024-10-19,SIP,10458.03,Maharashtra,Verified,36-45,Male,B30
5424,120013,2024-04-06,Redemption,57629.12,Delhi,Verified,36-45,Female,T30
5425,120039,2025-11-30,Redemption,396560.42,Tamil Nadu,Verified,60+,Female,T30
5426,120014,2025-01-07,Redemption,360984.05,Karnataka,Verified,46-60,Male,B30
5427,120016,2022-04-07,Redemption,414768.17,Telangana,Verified,18-25,Male,T30
5428,120036,2025-08-21,SIP,108073.44,Telangana,Rejected,46-60,Male,T30
5429,120027,2024-05-30,SIP,71815.62,Telangana,Verified,60+,Female,B30
5430,120027,2025-08-10,SIP,11781.25,Gujarat,Rejected,60+,Male,T30
5431,120034,2024-03-05,Redemption,197993.22,Maharashtra,Pending,26-35,Female,T30
5432,120024,2023-11-01,Redemption,252506.86,Telangana,Verified,26-35,Male,T30
5433,120020,2023-03-24,Lumpsum,348299.57,Telangana,Verified,46-60,Male,B30
5434,120033,2024-04-18,Lumpsum,482242.76,Delhi,Pending,18-25,Male,T30
5435,120016,2024-11-20,Redemption,186176.34,Gujarat,Verified,46-60,Male,B30
5436,120003,2025-09-09,SIP,390122.02,Karnataka,Rejected,60+,Female,B30
5437,120010,2022-01-18,Lumpsum,454809.21,Kerala,Pending,36-45,Female,T30
5438,120001,2023-12-04,Lumpsum,298239.38,Karnataka,Rejected,60+,Male,T30
5439,120011,2024-07-23,Lumpsum,488293.7,Maharashtra,Pending,46-60,Male,T30
5440,120024,2024-03-08,Lumpsum,197667.99,Telangana,Pending,60+,Female,T30
5441,120020,2024-10-27,SIP,334802.81,Tamil Nadu,Pending,26-35,Female,T30
5442,120004,2023-05-19,SIP,285375.38,Maharashtra,Rejected,36-45,Female,B30
5443,120017,2022-10-01,SIP,199189.97,Kerala,Pending,36-45,Male,T30
5444,120029,2024-10-07,SIP,450369.49,Gujarat,Verified,46-60,Male,B30
5445,120000,2023-03-07,SIP,82231.23,Karnataka,Verified,36-45,Male,T30
5446,120008,2025-01-08,SIP,325456.39,Telangana,Verified,26-35,Female,T30
5447,120035,2024-05-06,Redemption,282940.88,Gujarat,Rejected,36-45,Male,B30
5448,120005,2025-06-05,SIP,177463.05,Tamil Nadu,Verified,18-25,Male,T30
5449,120028,2025-09-14,Redemption,190036.34,Maharashtra,Verified,18-25,Male,T30
5450,120034,2022-04-23,Redemption,426136.59,Gujarat,Verified,18-25,Female,B30
5451,120011,2024-04-08,SIP,158601.39,Tamil Nadu,Pending,60+,Male,T30
5452,120007,2023-06-15,SIP,79275.38,Delhi,Verified,18-25,Female,T30
5453,120017,2023-05-04,Redemption,210061.81,Telangana,Verified,60+,Male,B30
5454,120008,2025-06-01,Lumpsum,138157.13,Delhi,Verified,46-60,Female,B30
5455,120001,2024-02-28,Redemption,130318.97,Maharashtra,Verified,26-35,Male,T30
5456,120014,2022-10-10,Redemption,237799.1,Maharashtra,Verified,46-60,Female,T30
5457,120012,2024-09-01,Redemption,207312.82,Delhi,Pending,60+,Female,T30
5458,120037,2023-10-05,Lumpsum,478889.61,West Bengal,Rejected,18-25,Male,B30
5459,120038,2024-03-26,Lumpsum,363189.81,Delhi,Rejected,26-35,Female,B30
5460,120018,2024-05-31,Redemption,141826.63,Kerala,Verified,46-60,Female,T30
5461,120021,2023-09-02,Lumpsum,277178.45,West Bengal,Verified,36-45,Female,B30
5462,120005,2024-09-09,Redemption,224789.53,Karnataka,Rejected,26-35,Male,B30
5463,120024,2024-12-30,Redemption,248397.03,Kerala,Pending,36-45,Male,T30
5464,120039,2022-07-22,Redemption,317114.42,West Bengal,Rejected,46-60,Male,T30
5465,120009,2024-04-02,SIP,237922.29,West Bengal,Pending,60+,Female,B30
5466,120024,2023-01-23,Lumpsum,260775.55,Maharashtra,Pending,46-60,Male,T30
5467,120025,2022-12-08,SIP,357200.28,Tamil Nadu,Verified,26-35,Female,T30
5468,120005,2025-06-06,Lumpsum,284101.79,Karnataka,Pending,46-60,Female,T30
5469,120039,2023-08-02,Redemption,309064.02,Delhi,Verified,60+,Male,T30
5470,120029,2024-04-05,Lumpsum,209607.91,Tamil Nadu,Verified,60+,Male,T30
5471,120018,2022-03-23,Lumpsum,284669.32,Telangana,Pending,36-45,Female,B30
5472,120002,2022-10-27,Lumpsum,246097.34,Telangana,Rejected,36-45,Female,T30
5473,120018,2024-09-28,Lumpsum,264259.11,Telangana,Pending,26-35,Female,B30
5474,120028,2022-11-19,Redemption,103249.06,West Bengal,Pending,18-25,Male,B30
5475,120011,2025-05-15,Redemption,110547.05,Tamil Nadu,Verified,26-35,Male,B30
5476,120003,2025-02-19,Redemption,284012.7,Gujarat,Verified,36-45,Male,T30
5477,120038,2025-05-15,SIP,475170.98,Tamil Nadu,Verified,60+,Female,B30
5478,120024,2022-12-28,Lumpsum,387227.94,West Bengal,Pending,46-60,Male,T30
5479,120037,2023-12-19,Lumpsum,67382.97,Gujarat,Verified,60+,Male,T30
5480,120009,2024-05-25,Lumpsum,258356.53,Maharashtra,Verified,60+,Female,T30
5481,120012,2022-06-07,Lumpsum,75229.5,Maharashtra,Rejected,26-35,Female,T30
5482,120000,2024-08-15,Redemption,343686.48,Gujarat,Rejected,46-60,Female,T30
5483,120035,2022-12-24,Redemption,406484.92,Delhi,Verified,60+,Male,T30
5484,120009,2024-07-28,Lumpsum,458914.48,Maharashtra,Pending,36-45,Female,T30
5485,120030,2024-11-28,SIP,12790.33,Karnataka,Verified,60+,Male,B30
5486,120029,2024-01-24,Lumpsum,291111.11,Telangana,Pending,18-25,Female,B30
5487,120019,2025-06-27,Lumpsum,304200.53,Delhi,Verified,26-35,Female,B30
5488,120004,2024-03-05,SIP,240986.98,West Bengal,Rejected,26-35,Male,B30
5489,120022,2023-07-20,SIP,90234.98,Kerala,Pending,18-25,Female,B30
